user0920	34
user0955	34
user0330	34
user0634	34
user0300	34
user0506	34
user0802	34
user0508	34
user0533	34
user0843	34
user0389	34
user0012	34
user0788	34
user0661	34
user0237	34
user0787	34
user0271	34
user0614	34
user0767	34
user0163	34
user0263	34
user0344	34
user0312	33
user0503	33
user0909	33
user0576	33
user0212	33
user0110	33
user0122	33
user0791	33
user0675	33
user0276	33
user0038	33
user0417	33
user0348	33
user0457	33
user0717	33
user0327	33
user0991	33
user0273	33
user0127	33
user0719	33
user0385	33
user0696	33
user0447	33
user0712	33
user0028	33
user0601	33
user0062	33
user0425	33
user0311	33
user0799	33
user0761	33
user0781	33
user0652	33
user0545	33
user0353	33
user0813	33
user0015	33
user0339	33
user0235	33
user0104	33
user0711	33
user0418	33
user0828	33
user0247	33
user0700	33
user0660	33
user0589	33
user0402	33
user0140	33
user0713	33
user0575	33
user0603	33
user0540	33
user0904	33
user0995	33
user0114	33
user0158	33
user0051	33
user0683	33
user0903	33
user0969	33
user0250	33
user0162	33
user0451	32
user0809	32
user0560	32
user0528	32
user0749	32
user0066	32
user0045	32
user0556	32
user0132	32
user0726	32
user0160	32
user0577	32
user0952	32
user0414	32
user0519	32
user0328	32
user0988	32
user0581	32
user0034	32
user0580	32
user0377	32
user0231	32
user0594	32
user0648	32
user0125	32
user0879	32
user0929	32
user0862	32
user0584	32
user0024	32
user0965	32
user0831	32
user0782	32
user0439	32
user0852	32
user0739	32
user0587	32
user0649	32
user0894	32
user0033	32
user0200	32
user0055	32
user0736	32
user0805	32
user0464	32
user0047	32
user0605	32
user0293	32
user0910	32
user0093	32
user0526	32
user0444	32
user0491	32
user0026	32
user0322	32
user0762	32
user0573	32
user0406	31
user0691	31
user0161	31
user0329	31
user0727	31
user0825	31
user0707	31
user0520	31
user0280	31
user0922	31
user0566	31
user0569	31
user0642	31
user0077	31
user0202	31
user0987	31
user0772	31
user0611	31
user0604	31
user0246	31
user0619	31
user0842	31
user0195	31
user0951	31
user0107	31
user0225	31
user0795	31
user0864	31
user0173	31
user0637	31
user0678	31
user0858	31
user0119	31
user0299	31
user0177	31
user0798	31
user0722	31
user0966	31
user0017	31
user0090	31
user0087	31
user0928	31
user0658	31
user0814	31
user0999	31
user0907	31
user0367	31
user0059	31
user0209	31
user0516	31
user0777	31
user0900	31
user0552	31
user0136	31
user0817	31
user0559	31
user0275	31
user0476	31
user0194	31
user0044	31
user0036	31
user0830	31
user0571	31
user0324	31
user0630	31
user0873	31
user0608	31
user0301	31
user0454	31
user0021	31
user0741	31
user0874	31
user0115	31
user0609	31
user0836	31
user0471	30
user0157	30
user0001	30
user0364	30
user0769	30
user0925	30
user0080	30
user0067	30
user0954	30
user0396	30
user0243	30
user0091	30
user0415	30
user0515	30
user0501	30
user0120	30
user0977	30
user0182	30
user0701	30
user0882	30
user0646	30
user0267	30
user0771	30
user0676	30
user0224	30
user0854	30
user0597	30
user0785	30
user0449	30
user0870	30
user0131	30
user0970	30
user0803	30
user0756	30
user0627	30
user0159	30
user0011	30
user0978	30
user0687	30
user0924	30
user0241	30
user0196	30
user0207	30
user0599	30
user0622	30
user0535	30
user0710	30
user0118	30
user0057	30
user0632	30
user0304	30
user0686	30
user0316	30
user0937	30
user0748	30
user0793	30
user0181	30
user0102	30
user0984	30
user0477	30
user0482	30
user0944	30
user0827	30
user0428	30
user0139	30
user0541	30
user0723	30
user0005	30
user0228	30
user0048	30
user0079	30
user0251	30
user0923	30
user0287	30
user0551	30
user0495	30
user0602	30
user0331	29
user0473	29
user0112	29
user0679	29
user0974	29
user0007	29
user0529	29
user0266	29
user0822	29
user0850	29
user0623	29
user0419	29
user0716	29
user0356	29
user0423	29
user0561	29
user0147	29
user0369	29
user0875	29
user0178	29
user0914	29
user0607	29
user0252	29
user0298	29
user0437	29
user0633	29
user0784	29
user0366	29
user0753	29
user0578	29
user0689	29
user0393	29
user0961	29
user0229	29
user0029	29
user0889	29
user0172	29
user0840	29
user0745	29
user0796	29
user0096	29
user0043	29
user0317	29
user0480	29
user0483	29
user0183	29
user0989	29
user0738	29
user0684	29
user0938	29
user0094	29
user0401	29
user0759	29
user0685	29
user0175	29
user0111	29
user0260	29
user0068	29
user0452	29
user0487	29
user0704	29
user0688	29
user0063	29
user0046	29
user0065	29
user0883	29
user0888	29
user0371	29
user0448	29
user0994	29
user0869	29
user0812	29
user0117	29
user0346	29
user0823	29
user0108	29
user0290	29
user0463	28
user0621	28
user0486	28
user0217	28
user0354	28
user0896	28
user0259	28
user0205	28
user0143	28
user0779	28
user0656	28
user0877	28
user0734	28
user0494	28
user0284	28
user0185	28
user0673	28
user0268	28
user0650	28
user0881	28
user0698	28
user0976	28
user0362	28
user0100	28
user0187	28
user0742	28
user0534	28
user0641	28
user0815	28
user0824	28
user0249	28
user0669	28
user0305	28
user0222	28
user0643	28
user0564	28
user0099	28
user0958	28
user0445	28
user0906	28
user0411	28
user0636	28
user0186	28
user0074	28
user0171	28
user0351	28
user0155	28
user0565	28
user0871	28
user0193	28
user0130	28
user0286	28
user0438	28
user0838	28
user0358	28
user0386	28
user0285	28
user0343	28
user0113	28
user0868	28
user0485	28
user0323	28
user0655	28
user0502	28
user0902	28
user0885	27
user0306	27
user0433	27
user0792	27
user0509	27
user0975	27
user0129	27
user0144	27
user0467	27
user0456	27
user0390	27
user0905	27
user0174	27
user0666	27
user0908	27
user0103	27
user0790	27
user0141	27
user0758	27
user0394	27
user0460	27
user0360	27
user0180	27
user0546	27
user0170	27
user0538	27
user0392	27
user0405	27
user0998	27
user0142	27
user0730	27
user0629	27
user0750	27
user0227	27
user0962	27
user0060	27
user0374	27
user0347	27
user0361	27
user0525	27
user0254	27
user0982	27
user0461	27
user0240	27
user0588	27
user0432	27
user0948	27
user0357	27
user0197	27
user0135	27
user0497	27
user0778	27
user0886	27
user0913	27
user0002	27
user0126	27
user0010	27
user0203	27
user0380	27
user0372	27
user0744	27
user0876	27
user0368	27
user0620	27
user0582	27
user0179	27
user0935	27
user0258	27
user0635	27
user0443	27
user0912	26
user0899	26
user0865	26
user0400	26
user0190	26
user0507	26
user0070	26
user0752	26
user0365	26
user0774	26
user0682	26
user0950	26
user0945	26
user0547	26
user0855	26
user0512	26
user0631	26
user0105	26
user0654	26
user0927	26
user0169	26
user0334	26
user0349	26
user0591	26
user0410	26
user0775	26
user0391	26
user0151	26
user0013	26
user0297	26
user0672	26
user0341	26
user0997	26
user0555	26
user0277	26
user0692	26
user0340	26
user0420	26
user0593	26
user0450	26
user0755	26
user0255	26
user0941	26
user0943	26
user0557	26
user0963	26
user0052	26
user0321	26
user0918	26
user0376	26
user0335	26
user0856	26
user0702	26
user0325	26
user0990	26
user0031	26
user0035	26
user0665	26
user0269	26
user0645	26
user0765	26
user0916	26
user0148	26
user0893	26
user0915	26
user0724	26
user0849	26
user0150	26
user0703	26
user0326	26
user0272	25
user0651	25
user0595	25
user0548	25
user0664	25
user0967	25
user0898	25
user0399	25
user0256	25
user0819	25
user0481	25
user0218	25
user0192	25
user0725	25
user0574	25
user0804	25
user0440	25
user0078	25
user0098	25
user0572	25
user0919	25
user0536	25
user0544	25
user0244	25
user0434	25
user0847	25
user0934	25
user0737	25
user0245	25
user0980	25
user0313	25
user0496	25
user0867	25
user0049	25
user0219	25
user0149	25
user0459	25
user0863	25
user0971	25
user0472	25
user0204	25
user0690	25
user0292	25
user0474	25
user0003	24
user0097	24
user0776	24
user0370	24
user0625	24
user0820	24
user0137	24
user0751	24
user0076	24
user0644	24
user0058	24
user0176	24
user0807	24
user0381	24
user0926	24
user0337	24
user0469	24
user0282	24
user0072	24
user0939	24
user0264	24
user0053	24
user0760	24
user0720	24
user0674	24
user0554	24
user0009	24
user0732	24
user0332	24
user0531	24
user0832	24
user0891	24
user0442	24
user0612	24
user0694	24
user0733	24
user0283	24
user0061	24
user0960	24
user0821	24
user0521	24
user0949	23
user0279	23
user0947	23
user0382	23
user0363	23
user0504	23
user0884	23
user0429	23
user0238	23
user0718	23
user0616	23
user0145	23
user0230	23
user0355	23
user0816	23
user0829	23
user0596	23
user0613	23
user0303	23
user0154	23
user0208	23
user0016	23
user0289	23
user0345	23
user0860	23
user0373	23
user0314	23
user0800	23
user1000	23
user0223	23
user0705	23
user0166	23
user0647	23
user0359	23
user0715	23
user0522	23
user0422	22
user0513	22
user0458	22
user0041	22
user0972	22
user0216	22
user0092	22
user0770	22
user0384	22
user0872	22
user0152	22
user0618	22
user0610	22
user0780	22
user0430	22
user0295	22
user0397	22
user0579	22
user0288	22
user0527	22
user0071	22
user0475	22
user0511	22
user0379	22
user0278	22
user0413	22
user0109	22
user0693	22
user0789	22
user0378	21
user0050	21
user0986	21
user0421	21
user0294	21
user0056	21
user0845	21
user0019	21
user0585	21
user0164	21
user0006	21
user0499	21
user0931	21
user0468	21
user0338	21
user0818	21
user0039	21
user0211	20
user0514	20
user0933	20
user0659	20
user0639	20
user0550	20
user0590	20
user0985	20
user0210	20
user0189	20
user0663	20
user0562	19
user0617	19
user0946	19
user0757	19
user0025	18
user0709	18
user0498	18
user0069	18
user0352	18
user0764	17
user0878	17
user0859	17
user0532	17
user0165	17
user0794	16
1029	13
1303	12
1306	12
830	11
1458	11
228	11
465	11
user0073	11
1066	10
894	10
885	10
1074	10
1263	10
1217	10
1166	10
748	10
1240	10
1114	9
930	9
1350	9
514	9
1060	9
752	9
505	9
580	9
797	9
696	9
1193	9
1063	9
532	9
1425	9
860	9
1040	9
629	9
891	9
1477	9
979	9
738	9
326	9
298	9
767	8
751	8
1077	8
872	8
1309	8
1139	8
1043	8
1276	8
1050	8
641	8
1380	8
1097	8
1273	8
1135	8
818	8
1196	8
1165	8
1045	8
1151	8
746	8
543	8
1285	8
1031	8
771	8
806	8
1116	8
1005	8
742	8
920	8
693	8
1277	8
701	8
981	8
919	8
1131	8
1092	8
1427	8
1144	8
1419	8
1049	8
518	8
1256	8
906	8
670	8
331	8
1389	8
550	8
1385	8
834	8
902	8
685	7
31394	7
1189	7
668	7
840	7
549	7
1291	7
8221	7
1289	7
1387	7
1042	7
808	7
1104	7
1417	7
944	7
1383	7
986	7
976	7
1365	7
1003	7
821	7
1326	7
1219	7
1441	7
1140	7
1332	7
1176	7
585	7
1410	7
1443	7
619	7
732	7
759	7
626	7
1153	7
644	7
663	7
1089	7
1445	7
1317	7
712	7
1288	7
1086	7
1162	7
1236	7
1461	7
1484	7
802	7
1058	7
508	7
561	7
1392	7
779	7
1415	7
521	7
716	7
739	7
1087	7
936	7
1292	7
659	7
1436	7
699	7
1363	7
1083	7
1213	7
1254	7
1341	7
1122	7
843	7
216	7
523	7
317	7
1169	7
201	7
973	7
408	7
711	7
1070	7
432	7
455	7
780	7
364	7
313	7
377	7
1476	7
1433	6
16708	6
24826	6
813	6
2487	6
793	6
1148	6
604	6
31581	6
728	6
952	6
7650	6
46211	6
1115	6
24293	6
653	6
8507	6
7162	6
1624	6
1301	6
987	6
13629	6
15584	6
1490	6
951	6
18695	6
1318	6
1124	6
964	6
609	6
24191	6
1030	6
634	6
1435	6
1269	6
982	6
11739	6
1420	6
665	6
740	6
715	6
35429	6
968	6
9898	6
1170	6
33806	6
36570	6
43989	6
706	6
776	6
869	6
1266	6
760	6
926	6
1294	6
30856	6
1037	6
757	6
1293	6
695	6
1397	6
1330	6
922	6
675	6
25730	6
1021	6
43948	6
1228	6
1429	6
31344	6
801	6
1474	6
41981	6
1127	6
14514	6
1418	6
592	6
1379	6
731	6
1463	6
1147	6
12584	6
1248	6
1107	6
533	6
1191	6
1204	6
823	6
23601	6
591	6
1022	6
1447	6
1205	6
1437	6
1059	6
1054	6
23052	6
1073	6
804	6
1055	6
863	6
642	6
1044	6
1388	6
947	6
567	6
785	6
1163	6
657	6
957	6
814	6
1072	6
1154	6
1487	6
606	6
999	6
1152	6
349	6
1270	6
1167	6
344	6
1175	6
824	6
390	6
723	6
689	6
434	6
1278	6
1015	6
441	6
453	6
1333	6
1048	6
1053	6
1069	6
474	6
516	6
212	6
325	6
1112	6
1310	6
278	6
368	6
1142	6
288	6
1371	6
526	6
1238	6
558	6
647	6
396	6
1001	6
677	6
832	6
950	6
429	6
481	6
875	6
327	6
165	6
537	6
387	6
376	6
70	6
381	6
603	6
593	6
462	6
358	6
444	6
456	6
428	6
233	6
970	6
1088	6
449	6
29452	5
2320	5
37324	5
43639	5
49723	5
11912	5
27728	5
15933	5
867	5
19644	5
23637	5
45306	5
753	5
37112	5
1286	5
23843	5
43562	5
1626	5
13227	5
39282	5
1032	5
44370	5
1279	5
28331	5
33924	5
18247	5
12892	5
2221	5
17496	5
38098	5
29287	5
32987	5
4695	5
32634	5
9703	5
46981	5
27287	5
2105	5
13209	5
975	5
39697	5
14677	5
21796	5
958	5
15526	5
5183	5
3827	5
35388	5
1034	5
15950	5
11439	5
1182	5
42476	5
1405	5
23115	5
794	5
27831	5
18767	5
41083	5
3727	5
781	5
39333	5
32984	5
18640	5
42021	5
22007	5
12747	5
28449	5
32080	5
2123	5
20819	5
9454	5
15724	5
21929	5
45459	5
33229	5
10001	5
46636	5
10831	5
29953	5
13622	5
1094	5
1297	5
15262	5
576	5
1229	5
2588	5
33790	5
48228	5
33959	5
554	5
1009	5
49948	5
32816	5
9245	5
16285	5
31196	5
1496	5
10531	5
8912	5
37302	5
1982	5
1465	5
1211	5
39395	5
33310	5
6184	5
33295	5
3895	5
1456	5
28187	5
20990	5
517	5
44700	5
40323	5
5574	5
4164	5
36211	5
915	5
945	5
29495	5
49263	5
5641	5
1337	5
584	5
897	5
1472	5
562	5
8599	5
12406	5
21748	5
8603	5
4390	5
590	5
15992	5
574	5
26191	5
25235	5
47581	5
44186	5
3142	5
40610	5
16541	5
19517	5
1302	5
923	5
15390	5
48920	5
37290	5
1181	5
703	5
730	5
837	5
792	5
528	5
697	5
38503	5
1373	5
18460	5
17817	5
11328	5
2097	5
18494	5
1432	5
1068	5
12363	5
47903	5
37357	5
4386	5
14678	5
15852	5
1412	5
2392	5
1284	5
19931	5
1161	5
870	5
1312	5
790	5
45813	5
33469	5
862	5
4397	5
884	5
1023	5
1017	5
37634	5
4789	5
31137	5
44581	5
35486	5
9083	5
1314	5
7343	5
34451	5
6413	5
36266	5
20775	5
43843	5
1035	5
542	5
1183	5
1264	5
1449	5
1203	5
37545	5
1212	5
1492	5
24686	5
15545	5
544	5
38149	5
559	5
1295	5
36521	5
844	5
32276	5
46775	5
30895	5
25942	5
1010	5
1098	5
1036	5
625	5
1423	5
1138	5
20081	5
1164	5
788	5
1108	5
786	5
1195	5
15935	5
9964	5
19235	5
36034	5
798	5
506	5
1374	5
20865	5
1085	5
15096	5
615	5
1000	5
893	5
673	5
949	5
34866	5
1109	5
599	5
1132	5
1361	5
1190	5
1394	5
6204	5
607	5
575	5
11834	5
627	5
682	5
1168	5
1346	5
1119	5
1283	5
828	5
789	5
692	5
707	5
948	5
684	5
680	5
1174	5
1274	5
656	5
1206	5
1313	5
623	5
864	5
588	5
1232	5
1255	5
1499	5
1488	5
807	5
524	5
1091	5
842	5
745	5
621	5
355	5
1253	5
255	5
624	5
655	5
849	5
766	5
124	5
989	5
1247	5
1244	5
1316	5
887	5
267	5
749	5
977	5
1106	5
783	5
916	5
384	5
1421	5
934	5
535	5
1155	5
1483	5
734	5
269	5
1159	5
1051	5
343	5
321	5
345	5
223	5
297	5
784	5
1171	5
275	5
1226	5
312	5
394	5
362	5
169	5
938	5
1184	5
372	5
106	5
1102	5
628	5
366	5
473	5
555	5
339	5
391	5
1348	5
464	5
993	5
158	5
118	5
122	5
1411	5
374	5
569	5
694	5
572	5
427	5
1233	5
295	5
1372	5
47377	4
39532	4
32673	4
49965	4
1908	4
28752	4
3038	4
29282	4
42376	4
48099	4
5452	4
4189	4
16196	4
26542	4
47505	4
32041	4
29147	4
10570	4
41391	4
8283	4
29795	4
11703	4
31225	4
8675	4
26824	4
17379	4
1067	4
17000	4
15455	4
21649	4
49898	4
18098	4
16072	4
13437	4
6601	4
630	4
8063	4
47652	4
23659	4
31650	4
49686	4
717	4
18673	4
30669	4
17525	4
41706	4
39317	4
5177	4
6468	4
14634	4
46504	4
29378	4
26168	4
25660	4
32304	4
34136	4
21090	4
3964	4
17009	4
27079	4
21431	4
40023	4
24850	4
11164	4
43739	4
23109	4
42416	4
5239	4
33681	4
14981	4
28128	4
30418	4
36977	4
34278	4
35972	4
30996	4
28397	4
27026	4
8748	4
42598	4
42057	4
25498	4
1120	4
41182	4
22679	4
37526	4
12392	4
24200	4
10084	4
14085	4
19040	4
9628	4
21364	4
27769	4
13269	4
7241	4
22211	4
37930	4
35575	4
26535	4
16930	4
19969	4
31172	4
17216	4
36740	4
30522	4
33567	4
28481	4
2008	4
11458	4
9946	4
49454	4
5886	4
38491	4
9038	4
35251	4
28714	4
14891	4
43949	4
3237	4
23738	4
29274	4
560	4
49553	4
28916	4
36850	4
35440	4
652	4
9082	4
47616	4
48630	4
14933	4
5124	4
30810	4
1237	4
48593	4
12893	4
39867	4
23493	4
32554	4
48617	4
29358	4
15319	4
47164	4
28340	4
8510	4
44402	4
47992	4
43754	4
27376	4
38847	4
46592	4
44387	4
46266	4
10839	4
13673	4
22980	4
3019	4
2847	4
47021	4
8343	4
27599	4
24294	4
21370	4
29505	4
30071	4
23465	4
12688	4
7320	4
19787	4
48378	4
19587	4
24697	4
13668	4
2499	4
37167	4
1180	4
44328	4
5365	4
47703	4
40842	4
26664	4
31726	4
23677	4
49596	4
42049	4
2399	4
11352	4
20339	4
890	4
7898	4
2367	4
24039	4
31007	4
45651	4
30972	4
41634	4
13351	4
39721	4
39514	4
1258	4
4443	4
26926	4
1179	4
25547	4
43015	4
12016	4
4311	4
19894	4
36102	4
3730	4
41912	4
9437	4
7683	4
36135	4
28124	4
40126	4
44080	4
43575	4
5125	4
42068	4
14161	4
7501	4
32188	4
36093	4
8683	4
48092	4
18347	4
33130	4
47175	4
5189	4
23905	4
29176	4
29453	4
2303	4
40357	4
9179	4
48338	4
12572	4
12751	4
9350	4
31750	4
19599	4
618	4
10729	4
2090	4
41099	4
704	4
11126	4
29165	4
34960	4
43503	4
34671	4
10122	4
865	4
2305	4
29203	4
42602	4
12268	4
11824	4
26030	4
42166	4
46984	4
18964	4
21491	4
36751	4
46737	4
12049	4
758	4
45454	4
14700	4
42143	4
9029	4
1838	4
45035	4
37014	4
3344	4
42538	4
29753	4
965	4
822	4
28900	4
37552	4
7174	4
17115	4
4286	4
5796	4
4287	4
28970	4
47726	4
36717	4
2150	4
10847	4
26870	4
14043	4
45706	4
1252	4
49901	4
7689	4
8677	4
874	4
36876	4
14848	4
16764	4
47633	4
914	4
9878	4
5265	4
27703	4
38250	4
5303	4
1188	4
45518	4
612	4
552	4
43828	4
9290	4
30633	4
30404	4
5911	4
41871	4
28670	4
778	4
9104	4
48690	4
11929	4
2897	4
20220	4
16552	4
38572	4
25312	4
35825	4
40692	4
1482	4
15353	4
616	4
11672	4
1491	4
46837	4
14270	4
41196	4
26180	4
19109	4
49665	4
17698	4
20838	4
20810	4
21075	4
29819	4
1355	4
2287	4
6558	4
4472	4
1916	4
29783	4
8659	4
16093	4
49872	4
16332	4
23615	4
8471	4
22098	4
1422	4
1699	4
8379	4
12295	4
1466	4
44237	4
45835	4
9300	4
19382	4
36484	4
13843	4
8904	4
42895	4
18888	4
45243	4
3376	4
34271	4
1249	4
26628	4
2231	4
586	4
16018	4
31668	4
18341	4
27105	4
10682	4
19757	4
38676	4
15238	4
39457	4
47915	4
38013	4
22536	4
47370	4
27798	4
9482	4
669	4
1242	4
34642	4
29457	4
46760	4
39068	4
34027	4
9519	4
11606	4
18541	4
38892	4
4170	4
18249	4
16731	4
41284	4
14074	4
955	4
23873	4
513	4
48352	4
34255	4
725	4
9464	4
4903	4
24452	4
9976	4
38032	4
12355	4
27256	4
14303	4
46154	4
21508	4
38262	4
713	4
13136	4
20160	4
10623	4
29244	4
23061	4
41085	4
39277	4
37559	4
47508	4
17571	4
36519	4
31099	4
36944	4
47404	4
4953	4
41580	4
6233	4
29021	4
27440	4
13309	4
21596	4
14071	4
1368	4
33903	4
38084	4
7809	4
49299	4
826	4
29589	4
41847	4
1143	4
41279	4
29143	4
24837	4
32063	4
38934	4
26796	4
17481	4
3148	4
17534	4
38684	4
6866	4
8487	4
45548	4
33370	4
10522	4
38026	4
13510	4
7899	4
4272	4
25836	4
21644	4
36523	4
46044	4
904	4
21844	4
40845	4
6730	4
42207	4
8056	4
15837	4
1836	4
1821	4
29656	4
6137	4
943	4
33505	4
37036	4
34101	4
12034	4
35056	4
19913	4
23650	4
43921	4
34641	4
501	4
7867	4
20871	4
26040	4
11579	4
35495	4
9450	4
9110	4
46546	4
37636	4
1103	4
7756	4
46653	4
42943	4
17501	4
1215	4
29298	4
15456	4
32359	4
10969	4
2247	4
31346	4
1329	4
17519	4
8652	4
2137	4
1336	4
11836	4
20747	4
23475	4
34745	4
2436	4
37916	4
1128	4
1202	4
38390	4
17665	4
23432	4
8937	4
28982	4
42250	4
40321	4
27640	4
12351	4
8321	4
40528	4
20289	4
11464	4
17083	4
800	4
41393	4
11518	4
29510	4
34156	4
522	4
40239	4
6914	4
4158	4
2902	4
24901	4
17877	4
8470	4
39172	4
5059	4
21603	4
26808	4
11364	4
6911	4
10572	4
46535	4
13785	4
15079	4
5383	4
1320	4
44443	4
18867	4
7572	4
7133	4
42096	4
21116	4
41329	4
43419	4
36416	4
12859	4
28901	4
43997	4
809	4
24070	4
16593	4
23652	4
1467	4
45020	4
847	4
31762	4
5714	4
25182	4
44821	4
16509	4
7118	4
14798	4
29580	4
1468	4
31349	4
41832	4
33964	4
4324	4
35249	4
26861	4
3311	4
1400	4
44586	4
25392	4
40663	4
34372	4
15995	4
36533	4
35189	4
13104	4
8450	4
9094	4
37344	4
36878	4
2364	4
1766	4
21917	4
17708	4
9607	4
24015	4
1117	4
44135	4
41420	4
34105	4
45586	4
18032	4
43910	4
8843	4
1909	4
18970	4
18365	4
27767	4
43254	4
49585	4
13639	4
12983	4
7168	4
9813	4
